time,received,sent
2022-06-28 11:19:09,0,0
2022-06-28 11:19:08,0,0
2022-06-28 11:19:07,0,0
2022-06-28 11:19:06,0,0
2022-06-28 11:19:05,0,0
2022-06-28 11:19:04,0,0
2022-06-28 11:19:03,0,0
2022-06-28 11:19:02,0,0
2022-06-28 11:19:01,0,0
2022-06-28 11:19:00,0,0
2022-06-28 11:18:59,0,0
2022-06-28 11:18:58,0,0
2022-06-28 11:18:57,0,0
2022-06-28 11:18:56,0,0
2022-06-28 11:18:55,0,0
2022-06-28 11:18:54,0,0
2022-06-28 11:18:53,0,0
2022-06-28 11:18:52,0,0
2022-06-28 11:18:51,0,0
2022-06-28 11:18:50,0,0
2022-06-28 11:18:49,0,0
2022-06-28 11:18:48,0,0
2022-06-28 11:18:47,0.2317589,-0.154506
2022-06-28 11:18:46,0.3922411,-0.5051351
2022-06-28 11:18:45,0.9308049,-1.3908974
2022-06-28 11:18:44,1.5651951,-1.6454616
2022-06-28 11:18:43,0,0
2022-06-28 11:18:42,0,0
2022-06-28 11:18:41,0,0
2022-06-28 11:18:40,0,0
2022-06-28 11:18:39,0,0
2022-06-28 11:18:38,0,0
2022-06-28 11:18:37,0,0
2022-06-28 11:18:36,0,0
2022-06-28 11:18:35,0,0
2022-06-28 11:18:34,0,0
2022-06-28 11:18:33,0,0
2022-06-28 11:18:32,0,0
2022-06-28 11:18:31,0,0
2022-06-28 11:18:30,0,0
2022-06-28 11:18:29,0,0
2022-06-28 11:18:28,0,0
2022-06-28 11:18:27,0,0
2022-06-28 11:18:26,0,0
2022-06-28 11:18:25,0,0
2022-06-28 11:18:24,0,0
2022-06-28 11:18:23,0,0
2022-06-28 11:18:22,0,0
2022-06-28 11:18:21,0,0
2022-06-28 11:18:20,0,0
2022-06-28 11:18:19,0,0
2022-06-28 11:18:18,0,0
2022-06-28 11:18:17,0,0
2022-06-28 11:18:16,0,0
2022-06-28 11:18:15,0,0
2022-06-28 11:18:14,0,0
2022-06-28 11:18:13,0,0
2022-06-28 11:18:12,0,0
2022-06-28 11:18:11,0,0
2022-06-28 11:18:10,0.9360593,-0.9780619
2022-06-28 11:18:09,1.5599407,-1.6299381
2022-06-28 11:18:08,0,0
2022-06-28 11:18:07,0,0
2022-06-28 11:18:06,0,0
2022-06-28 11:18:05,0,0
2022-06-28 11:18:04,0,0
2022-06-28 11:18:03,0,0
2022-06-28 11:18:02,0.2340052,-0.402009
2022-06-28 11:18:01,0.3899948,-0.669991
2022-06-28 11:18:00,0,0
2022-06-28 11:17:59,0,0
2022-06-28 11:17:58,0,0
2022-06-28 11:17:57,0,0
2022-06-28 11:17:56,0,0
2022-06-28 11:17:55,0,0
2022-06-28 11:17:54,0,0
2022-06-28 11:17:53,0,0
2022-06-28 11:17:52,0,0
2022-06-28 11:17:51,0,0
2022-06-28 11:17:50,0,0
2022-06-28 11:17:49,0,0
2022-06-28 11:17:48,0,0
2022-06-28 11:17:47,0,0
2022-06-28 11:17:46,0,0
2022-06-28 11:17:45,0,0
2022-06-28 11:17:44,0,0
2022-06-28 11:17:43,0,0
2022-06-28 11:17:42,0,0
2022-06-28 11:17:41,0,0
2022-06-28 11:17:40,0,0
2022-06-28 11:17:39,0,0
2022-06-28 11:17:38,0,0
2022-06-28 11:17:37,0,0
2022-06-28 11:17:36,0,0
2022-06-28 11:17:35,0,0
2022-06-28 11:17:34,0,0
2022-06-28 11:17:33,0,0
2022-06-28 11:17:32,0,0
2022-06-28 11:17:31,0,0
2022-06-28 11:17:30,0,0
2022-06-28 11:17:29,0,0
2022-06-28 11:17:28,0,0
2022-06-28 11:17:27,0,0
2022-06-28 11:17:26,0,0
2022-06-28 11:17:25,0,0
2022-06-28 11:17:24,0,0
2022-06-28 11:17:23,0,0
2022-06-28 11:17:22,0,0
2022-06-28 11:17:21,0,0
2022-06-28 11:17:20,0,0
2022-06-28 11:17:19,0,0
2022-06-28 11:17:18,0,0
2022-06-28 11:17:17,0.2331229,-0.4004931
2022-06-28 11:17:16,0.3908771,-0.6715069
2022-06-28 11:17:15,0,0
2022-06-28 11:17:14,0,0
2022-06-28 11:17:13,0,0
2022-06-28 11:17:12,0,0
2022-06-28 11:17:11,0,0
2022-06-28 11:17:10,0,0
2022-06-28 11:17:09,0,0
2022-06-28 11:17:08,0,0
2022-06-28 11:17:07,0,0
2022-06-28 11:17:06,0,0
2022-06-28 11:17:05,0,0
2022-06-28 11:17:04,0,0
2022-06-28 11:17:03,0,0
2022-06-28 11:17:02,0,0
2022-06-28 11:17:01,0,0
2022-06-28 11:17:00,0,0
2022-06-28 11:16:59,0,0
2022-06-28 11:16:58,0,0
2022-06-28 11:16:57,0,0
2022-06-28 11:16:56,0,0
2022-06-28 11:16:55,0,0
2022-06-28 11:16:54,0,0
2022-06-28 11:16:53,0,0
2022-06-28 11:16:52,0,0
2022-06-28 11:16:51,0,0
2022-06-28 11:16:50,0,0
2022-06-28 11:16:49,0,0
2022-06-28 11:16:48,0,0
2022-06-28 11:16:47,0,0
2022-06-28 11:16:46,0,0
2022-06-28 11:16:45,0,0
2022-06-28 11:16:44,0,0
2022-06-28 11:16:43,0,0
2022-06-28 11:16:42,0,0
2022-06-28 11:16:41,0,0
2022-06-28 11:16:40,0,0
2022-06-28 11:16:39,0,0
2022-06-28 11:16:38,0,0
2022-06-28 11:16:37,0,0
2022-06-28 11:16:36,0,0
2022-06-28 11:16:35,0,0
2022-06-28 11:16:34,0,0
2022-06-28 11:16:33,0,0
2022-06-28 11:16:32,0,0
2022-06-28 11:16:31,0.2339796,-0.401965
2022-06-28 11:16:30,0.3900204,-0.670035
2022-06-28 11:16:29,0,0
2022-06-28 11:16:28,0,0
2022-06-28 11:16:27,0,0
2022-06-28 11:16:26,0,0
2022-06-28 11:16:25,0,0
2022-06-28 11:16:24,0,0
2022-06-28 11:16:23,0,0
2022-06-28 11:16:22,0,0
2022-06-28 11:16:21,0,0
2022-06-28 11:16:20,0,0
2022-06-28 11:16:19,0,0
2022-06-28 11:16:18,0,0
2022-06-28 11:16:17,0,0
2022-06-28 11:16:16,0,0
2022-06-28 11:16:15,0.9277991,-0.9753786
2022-06-28 11:16:14,1.5682009,-1.6486214
2022-06-28 11:16:13,0,0
2022-06-28 11:16:12,0,0
2022-06-28 11:16:11,0,0
2022-06-28 11:16:10,0,0
2022-06-28 11:16:09,0,0
2022-06-28 11:16:08,0,0
2022-06-28 11:16:07,0,0
2022-06-28 11:16:06,0,0
2022-06-28 11:16:05,0,0
2022-06-28 11:16:04,0,0
2022-06-28 11:16:03,0,0
2022-06-28 11:16:02,0,0
2022-06-28 11:16:01,0,0
2022-06-28 11:16:00,0,0
2022-06-28 11:15:59,0,0
2022-06-28 11:15:58,0,0
2022-06-28 11:15:57,0,0
2022-06-28 11:15:56,0,0
2022-06-28 11:15:55,0,0
2022-06-28 11:15:54,0,0
2022-06-28 11:15:53,0,0
2022-06-28 11:15:52,0,0
2022-06-28 11:15:51,0,0
2022-06-28 11:15:50,0,0
2022-06-28 11:15:49,0,0
2022-06-28 11:15:48,0,0
2022-06-28 11:15:47,0.2331308,-0.4005068
2022-06-28 11:15:46,0.3908692,-0.6714932
2022-06-28 11:15:45,0,0
2022-06-28 11:15:44,0,0
2022-06-28 11:15:43,0,0
2022-06-28 11:15:42,0,0
2022-06-28 11:15:41,0,0
2022-06-28 11:15:40,0,0
2022-06-28 11:15:39,0.9361292,-0.978135
2022-06-28 11:15:38,1.5598708,-1.629865
2022-06-28 11:15:37,0,0
2022-06-28 11:15:36,0,0
2022-06-28 11:15:35,0,0
2022-06-28 11:15:34,0,0
2022-06-28 11:15:33,0,0
2022-06-28 11:15:32,0,0
2022-06-28 11:15:31,0,0
2022-06-28 11:15:30,0,0
2022-06-28 11:15:29,0,0
2022-06-28 11:15:28,0,0
2022-06-28 11:15:27,0,0
2022-06-28 11:15:26,0,0
2022-06-28 11:15:25,0,0
2022-06-28 11:15:24,0,0
2022-06-28 11:15:23,0,0
2022-06-28 11:15:22,0,0
2022-06-28 11:15:21,0,0
2022-06-28 11:15:20,0,0
2022-06-28 11:15:19,0,0
2022-06-28 11:15:18,0,0
2022-06-28 11:15:17,0,0
2022-06-28 11:15:16,0,0
2022-06-28 11:15:15,0,0
2022-06-28 11:15:14,0,0
2022-06-28 11:15:13,0,0
2022-06-28 11:15:12,0,0
2022-06-28 11:15:11,0,0
2022-06-28 11:15:10,0,0
2022-06-28 11:15:09,0,0
2022-06-28 11:15:08,0,0
2022-06-28 11:15:07,0,0
2022-06-28 11:15:06,0,0
2022-06-28 11:15:05,0,0
2022-06-28 11:15:04,0,0
2022-06-28 11:15:03,0,0
2022-06-28 11:15:02,0.234029,-0.4020498
2022-06-28 11:15:01,0.389971,-0.6699502
2022-06-28 11:15:00,0,0
2022-06-28 11:14:59,0,0
2022-06-28 11:14:58,0,0
2022-06-28 11:14:57,0,0
2022-06-28 11:14:56,0,0
2022-06-28 11:14:55,0,0
2022-06-28 11:14:54,0,0
2022-06-28 11:14:53,0,0
2022-06-28 11:14:52,0,0
2022-06-28 11:14:51,0,0
2022-06-28 11:14:50,0,0
2022-06-28 11:14:49,0,0
2022-06-28 11:14:48,0,0
2022-06-28 11:14:47,0,0
2022-06-28 11:14:46,0,0
2022-06-28 11:14:45,0,0
2022-06-28 11:14:44,0,0
2022-06-28 11:14:43,0,0
2022-06-28 11:14:42,0,0
2022-06-28 11:14:41,0,0
2022-06-28 11:14:40,0,0
2022-06-28 11:14:39,0,0
2022-06-28 11:14:38,0,0
2022-06-28 11:14:37,0,0
2022-06-28 11:14:36,0,0
2022-06-28 11:14:35,0,0
2022-06-28 11:14:34,0,0
2022-06-28 11:14:33,0,0
2022-06-28 11:14:32,0,0
2022-06-28 11:14:31,0,0
2022-06-28 11:14:30,0,0
2022-06-28 11:14:29,0,0
2022-06-28 11:14:28,0,0
2022-06-28 11:14:27,0,0
2022-06-28 11:14:26,0,0
2022-06-28 11:14:25,0,0
2022-06-28 11:14:24,0,0
2022-06-28 11:14:23,0,0
2022-06-28 11:14:22,0,0
2022-06-28 11:14:21,0,0
2022-06-28 11:14:20,0,0
2022-06-28 11:14:19,0,0
2022-06-28 11:14:18,0,0
2022-06-28 11:14:17,0,0
2022-06-28 11:14:16,0.2339998,-0.4019997
2022-06-28 11:14:15,0.3900002,-0.6700003
2022-06-28 11:14:14,0,0
2022-06-28 11:14:13,0,0
2022-06-28 11:14:12,0,0
2022-06-28 11:14:11,0,0
2022-06-28 11:14:10,0,0
2022-06-28 11:14:09,0,0
2022-06-28 11:14:08,0,0
2022-06-28 11:14:07,0,0
2022-06-28 11:14:06,0,0
2022-06-28 11:14:05,0,0
2022-06-28 11:14:04,0,0
2022-06-28 11:14:03,0,0
2022-06-28 11:14:02,0,0
2022-06-28 11:14:01,0,0
2022-06-28 11:14:00,0,0
2022-06-28 11:13:59,0,0
2022-06-28 11:13:58,0,0
2022-06-28 11:13:57,0,0
2022-06-28 11:13:56,0,0
2022-06-28 11:13:55,0,0
2022-06-28 11:13:54,0.9268363,-0.9743663
2022-06-28 11:13:53,1.5691637,-1.6496337
2022-06-28 11:13:52,0,0
2022-06-28 11:13:51,0,0
2022-06-28 11:13:50,0,0
2022-06-28 11:13:49,0,0
2022-06-28 11:13:48,0,0
2022-06-28 11:13:47,0,0
2022-06-28 11:13:46,0,0
2022-06-28 11:13:45,0,0
2022-06-28 11:13:44,0,0
2022-06-28 11:13:43,0,0
2022-06-28 11:13:42,0,0
2022-06-28 11:13:41,0,0
2022-06-28 11:13:40,0,0
2022-06-28 11:13:39,0,0
2022-06-28 11:13:38,0,0
2022-06-28 11:13:37,0,0
2022-06-28 11:13:36,0,0
2022-06-28 11:13:35,0,0
2022-06-28 11:13:34,0,0
2022-06-28 11:13:33,0,0
2022-06-28 11:13:32,0.2325964,-0.3995888
2022-06-28 11:13:31,0.3914036,-0.6724112
2022-06-28 11:13:30,0,0
2022-06-28 11:13:29,0,0
2022-06-28 11:13:28,0,0
2022-06-28 11:13:27,0,0
2022-06-28 11:13:26,0,0
2022-06-28 11:13:25,0,0
2022-06-28 11:13:24,0,0
2022-06-28 11:13:23,0,0
2022-06-28 11:13:22,0,0
2022-06-28 11:13:21,0,0
2022-06-28 11:13:20,0,0
2022-06-28 11:13:19,0,0
2022-06-28 11:13:18,0,0
2022-06-28 11:13:17,0,0
2022-06-28 11:13:16,0,0
2022-06-28 11:13:15,0,0
2022-06-28 11:13:14,0,0
2022-06-28 11:13:13,0,0
2022-06-28 11:13:12,0,0
2022-06-28 11:13:11,0,0
2022-06-28 11:13:10,0,0
2022-06-28 11:13:09,0.9361413,-0.9781477
2022-06-28 11:13:08,1.5598587,-1.6298523
2022-06-28 11:13:07,0,0
2022-06-28 11:13:06,0,0
2022-06-28 11:13:05,0,0
2022-06-28 11:13:04,0,0
2022-06-28 11:13:03,0,0
2022-06-28 11:13:02,0,0
2022-06-28 11:13:01,0,0
2022-06-28 11:13:00,0,0
2022-06-28 11:12:59,0,0
2022-06-28 11:12:58,0,0
2022-06-28 11:12:57,0,0
2022-06-28 11:12:56,0,0
2022-06-28 11:12:55,0,0
2022-06-28 11:12:54,0,0
2022-06-28 11:12:53,0,0
2022-06-28 11:12:52,0,0
2022-06-28 11:12:51,0,0
2022-06-28 11:12:50,0,0
2022-06-28 11:12:49,0,0
2022-06-28 11:12:48,0,0
2022-06-28 11:12:47,0,0
2022-06-28 11:12:46,0.2339988,-0.401998
2022-06-28 11:12:45,0.3900012,-0.670002
2022-06-28 11:12:44,0,0
2022-06-28 11:12:43,0,0
2022-06-28 11:12:42,0,0
2022-06-28 11:12:41,0,0
2022-06-28 11:12:40,0,0
2022-06-28 11:12:39,0,0
2022-06-28 11:12:38,0,0
2022-06-28 11:12:37,0,0
2022-06-28 11:12:36,0,0
2022-06-28 11:12:35,0,0
2022-06-28 11:12:34,0,0
2022-06-28 11:12:33,0,0
2022-06-28 11:12:32,0,0
2022-06-28 11:12:31,0,0
2022-06-28 11:12:30,0,0
2022-06-28 11:12:29,0,0
2022-06-28 11:12:28,0,0
2022-06-28 11:12:27,0,0
2022-06-28 11:12:26,0,0
2022-06-28 11:12:25,0,0
2022-06-28 11:12:24,0,0
2022-06-28 11:12:23,0,0
2022-06-28 11:12:22,0,0
2022-06-28 11:12:21,0,0
2022-06-28 11:12:20,0,0
2022-06-28 11:12:19,0,0
2022-06-28 11:12:18,0,0
2022-06-28 11:12:17,0,0
2022-06-28 11:12:16,0,0
2022-06-28 11:12:15,0,0
2022-06-28 11:12:14,0,0
2022-06-28 11:12:13,0,0
2022-06-28 11:12:12,0,0
2022-06-28 11:12:11,0,0
2022-06-28 11:12:10,0,0
2022-06-28 11:12:09,0,0
2022-06-28 11:12:08,0,0
2022-06-28 11:12:07,0,0
2022-06-28 11:12:06,0,0
2022-06-28 11:12:05,0,0
2022-06-28 11:12:04,0,0
2022-06-28 11:12:03,0,0
2022-06-28 11:12:02,0.2316974,-0.3980442
2022-06-28 11:12:01,0.3923026,-0.6739558
2022-06-28 11:12:00,0,0
2022-06-28 11:11:59,0,0
2022-06-28 11:11:58,0,0
2022-06-28 11:11:57,0,0
2022-06-28 11:11:56,0,0
2022-06-28 11:11:55,0,0
2022-06-28 11:11:54,0,0
2022-06-28 11:11:53,0,0
2022-06-28 11:11:52,0,0
2022-06-28 11:11:51,0,0
2022-06-28 11:11:50,0,0
2022-06-28 11:11:49,0.9359476,-0.9839449
2022-06-28 11:11:48,1.5600524,-1.6400551
2022-06-28 11:11:47,0,0
2022-06-28 11:11:46,0,0
2022-06-28 11:11:45,0,0
2022-06-28 11:11:44,0,0
2022-06-28 11:11:43,0,0
2022-06-28 11:11:42,0,0
2022-06-28 11:11:41,0,0
2022-06-28 11:11:40,0,0
2022-06-28 11:11:39,0,0
2022-06-28 11:11:38,0,0
2022-06-28 11:11:37,0,0
2022-06-28 11:11:36,0,0
2022-06-28 11:11:35,0,0
2022-06-28 11:11:34,0,0
2022-06-28 11:11:33,0,0
2022-06-28 11:11:32,0,0
2022-06-28 11:11:31,0,0
2022-06-28 11:11:30,0,0
2022-06-28 11:11:29,0,0
2022-06-28 11:11:28,0,0
2022-06-28 11:11:27,0,0
2022-06-28 11:11:26,0,0
2022-06-28 11:11:25,0,0
2022-06-28 11:11:24,0,0
2022-06-28 11:11:23,0,0
2022-06-28 11:11:22,0,0
2022-06-28 11:11:21,0,0
2022-06-28 11:11:20,0,0
2022-06-28 11:11:19,0,0
2022-06-28 11:11:18,0,0
2022-06-28 11:11:17,0.2339912,-0.4019849
2022-06-28 11:11:16,0.3900088,-0.6700151
2022-06-28 11:11:15,0,0
2022-06-28 11:11:14,0,0
2022-06-28 11:11:13,0,0
2022-06-28 11:11:12,0,0
2022-06-28 11:11:11,0,0
2022-06-28 11:11:10,0,0
2022-06-28 11:11:09,0,0
2022-06-28 11:11:08,0,0
2022-06-28 11:11:07,0,0
2022-06-28 11:11:06,0,0
2022-06-28 11:11:05,0,0
2022-06-28 11:11:04,0,0
2022-06-28 11:11:03,0,0
2022-06-28 11:11:02,0,0
2022-06-28 11:11:01,0,0
2022-06-28 11:11:00,0,0
2022-06-28 11:10:59,0,0
2022-06-28 11:10:58,0,0
2022-06-28 11:10:57,0,0
2022-06-28 11:10:56,0,0
2022-06-28 11:10:55,0,0
2022-06-28 11:10:54,0,0
2022-06-28 11:10:53,0,0
2022-06-28 11:10:52,0,0
2022-06-28 11:10:51,0,0
2022-06-28 11:10:50,0,0
2022-06-28 11:10:49,0,0
2022-06-28 11:10:48,0,0
2022-06-28 11:10:47,0,0
2022-06-28 11:10:46,0,0
2022-06-28 11:10:45,0,0
2022-06-28 11:10:44,0,0
2022-06-28 11:10:43,0,0
2022-06-28 11:10:42,0,0
2022-06-28 11:10:41,0,0
2022-06-28 11:10:40,0,0
2022-06-28 11:10:39,0.936069,-0.978072
2022-06-28 11:10:38,1.559931,-1.629928
2022-06-28 11:10:37,0,0
2022-06-28 11:10:36,0,0
2022-06-28 11:10:35,0,0
2022-06-28 11:10:34,0,0
2022-06-28 11:10:33,0,0
2022-06-28 11:10:32,0,0
2022-06-28 11:10:31,0.2317499,-0.3981344
2022-06-28 11:10:30,0.3922501,-0.6738656
2022-06-28 11:10:29,0,0
2022-06-28 11:10:28,0,0
2022-06-28 11:10:27,0,0
2022-06-28 11:10:26,0,0
2022-06-28 11:10:25,0,0
2022-06-28 11:10:24,0,0
2022-06-28 11:10:23,0,0
2022-06-28 11:10:22,0,0
2022-06-28 11:10:21,0,0
2022-06-28 11:10:20,0,0
2022-06-28 11:10:19,0,0
2022-06-28 11:10:18,0,0
2022-06-28 11:10:17,0,0
2022-06-28 11:10:16,0,0
2022-06-28 11:10:15,0,0
2022-06-28 11:10:14,0,0
2022-06-28 11:10:13,0,0
2022-06-28 11:10:12,0,0
2022-06-28 11:10:11,0,0
2022-06-28 11:10:10,0,0
2022-06-28 11:10:09,0,0
2022-06-28 11:10:08,0,0
2022-06-28 11:10:07,0,0
2022-06-28 11:10:06,0,0
2022-06-28 11:10:05,0,0
2022-06-28 11:10:04,0,0
2022-06-28 11:10:03,0,0
2022-06-28 11:10:02,0,0
2022-06-28 11:10:01,0,0
2022-06-28 11:10:00,0,0
2022-06-28 11:09:59,0,0
2022-06-28 11:09:58,0,0
2022-06-28 11:09:57,0,0
2022-06-28 11:09:56,0,0
2022-06-28 11:09:55,0,0
2022-06-28 11:09:54,0,0
2022-06-28 11:09:53,0,0
2022-06-28 11:09:52,0,0
2022-06-28 11:09:51,0,0
2022-06-28 11:09:50,0,0
2022-06-28 11:09:49,0,0
2022-06-28 11:09:48,0,0
2022-06-28 11:09:47,1.1699037,-1.3858859
2022-06-28 11:09:46,1.950096,-2.310114
2022-06-28 11:09:45,0,0
2022-06-28 11:09:44,0,0
2022-06-28 11:09:43,0,0
2022-06-28 11:09:42,0,0
2022-06-28 11:09:41,0,0
2022-06-28 11:09:40,0,0
2022-06-28 11:09:39,0,0
2022-06-28 11:09:38,0,0
2022-06-28 11:09:37,0,0
2022-06-28 11:09:36,0,0
2022-06-28 11:09:35,0,0
2022-06-28 11:09:34,0,0
2022-06-28 11:09:33,0,0
2022-06-28 11:09:32,0,0
2022-06-28 11:09:31,0,0
2022-06-28 11:09:30,0,0
2022-06-28 11:09:29,0,0
2022-06-28 11:09:28,0,0
2022-06-28 11:09:27,0,0
2022-06-28 11:09:26,0,0
2022-06-28 11:09:25,0,0
2022-06-28 11:09:24,0,0
2022-06-28 11:09:23,0,0
2022-06-28 11:09:22,0,0
2022-06-28 11:09:21,0,0
2022-06-28 11:09:20,0,0
2022-06-28 11:09:19,0,0
2022-06-28 11:09:18,0,0
2022-06-28 11:09:17,0,0
2022-06-28 11:09:16,0,0
2022-06-28 11:09:15,0,0
2022-06-28 11:09:14,0,0
2022-06-28 11:09:13,0,0
2022-06-28 11:09:12,0,0
2022-06-28 11:09:11,0,0
2022-06-28 11:09:10,0,0
2022-06-28 11:09:09,0,0
2022-06-28 11:09:08,0,0
2022-06-28 11:09:07,0,0
2022-06-28 11:09:06,0,0
2022-06-28 11:09:05,0,0
2022-06-28 11:09:04,0,0
2022-06-28 11:09:03,0,0
2022-06-28 11:09:02,0.2332712,-0.400748
2022-06-28 11:09:01,0.3907288,-0.671252
2022-06-28 11:09:00,0,0
2022-06-28 11:08:59,0,0
2022-06-28 11:08:58,0,0
2022-06-28 11:08:57,0,0
2022-06-28 11:08:56,0,0
2022-06-28 11:08:55,0,0
2022-06-28 11:08:54,0,0
2022-06-28 11:08:53,0,0
2022-06-28 11:08:52,0,0
2022-06-28 11:08:51,0,0
2022-06-28 11:08:50,0,0
2022-06-28 11:08:49,0,0
2022-06-28 11:08:48,0,0
2022-06-28 11:08:47,0,0
2022-06-28 11:08:46,0,0
2022-06-28 11:08:45,0,0
2022-06-28 11:08:44,0,0
2022-06-28 11:08:43,0,0
2022-06-28 11:08:42,0,0
2022-06-28 11:08:41,0,0
2022-06-28 11:08:40,0,0
2022-06-28 11:08:39,0,0
2022-06-28 11:08:38,0,0
2022-06-28 11:08:37,0,0
2022-06-28 11:08:36,0,0
2022-06-28 11:08:35,0,0
2022-06-28 11:08:34,0,0
2022-06-28 11:08:33,0,0
2022-06-28 11:08:32,0,0
2022-06-28 11:08:31,0,0
2022-06-28 11:08:30,0,0
2022-06-28 11:08:29,0,0
2022-06-28 11:08:28,0,0
2022-06-28 11:08:27,0,0
2022-06-28 11:08:26,0,0
2022-06-28 11:08:25,0,0
2022-06-28 11:08:24,0,0
2022-06-28 11:08:23,0,0
2022-06-28 11:08:22,0,0
2022-06-28 11:08:21,0,0
2022-06-28 11:08:20,0,0
2022-06-28 11:08:19,0,0
2022-06-28 11:08:18,0,0
2022-06-28 11:08:17,0,0
2022-06-28 11:08:16,0.2340018,-0.4020031
2022-06-28 11:08:15,0.3899982,-0.6699969
2022-06-28 11:08:14,0,0
2022-06-28 11:08:13,0,0
2022-06-28 11:08:12,0,0
2022-06-28 11:08:11,0,0
2022-06-28 11:08:10,0,0
2022-06-28 11:08:09,0,0
2022-06-28 11:08:08,0.9312056,-0.9729905
2022-06-28 11:08:07,1.5647944,-1.6350095
2022-06-28 11:08:06,0,0
2022-06-28 11:08:05,0,0
2022-06-28 11:08:04,0,0
2022-06-28 11:08:03,0,0
2022-06-28 11:08:02,0,0
2022-06-28 11:08:01,0,0
2022-06-28 11:08:00,0,0
2022-06-28 11:07:59,0,0
2022-06-28 11:07:58,0,0
2022-06-28 11:07:57,0,0
2022-06-28 11:07:56,0,0
2022-06-28 11:07:55,0,0
2022-06-28 11:07:54,0,0
2022-06-28 11:07:53,0,0
2022-06-28 11:07:52,0,0
2022-06-28 11:07:51,0,0
2022-06-28 11:07:50,0,0
2022-06-28 11:07:49,0,0
2022-06-28 11:07:48,0,0
2022-06-28 11:07:47,0,0
2022-06-28 11:07:46,0,0
2022-06-28 11:07:45,0,0
2022-06-28 11:07:44,0,0
2022-06-28 11:07:43,0,0
2022-06-28 11:07:42,0,0
2022-06-28 11:07:41,0,0
2022-06-28 11:07:40,0,0
2022-06-28 11:07:39,0,0
2022-06-28 11:07:38,0,0
2022-06-28 11:07:37,0.9359666,-0.9839649
2022-06-28 11:07:36,1.5600334,-1.6400351
2022-06-28 11:07:35,0,0
2022-06-28 11:07:34,0,0
2022-06-28 11:07:33,0,0
2022-06-28 11:07:32,0.240013,-3.738203
2022-06-28 11:07:31,0.399987,-6.229797
2022-06-28 11:07:30,0,0
2022-06-28 11:07:29,0,0
2022-06-28 11:07:28,0,0
2022-06-28 11:07:27,0,0
2022-06-28 11:07:26,0,0
2022-06-28 11:07:25,0,0
2022-06-28 11:07:24,0,0
2022-06-28 11:07:23,0,0
2022-06-28 11:07:22,0,0
2022-06-28 11:07:21,0,0
2022-06-28 11:07:20,0,0
2022-06-28 11:07:19,0,0
2022-06-28 11:07:18,0,0
2022-06-28 11:07:17,0,0
2022-06-28 11:07:16,0,0
2022-06-28 11:07:15,0,0
2022-06-28 11:07:14,0.2340017,-0.1560011
2022-06-28 11:07:13,0.3899983,-0.5059912
2022-06-28 11:07:12,0,-0.4100076
2022-06-28 11:07:11,0,0
2022-06-28 11:07:10,0,0
2022-06-28 11:07:09,0,0
2022-06-28 11:07:08,0,0
2022-06-28 11:07:07,0,0
2022-06-28 11:07:06,0,0
2022-06-28 11:07:05,0,0
2022-06-28 11:07:04,0,0
2022-06-28 11:07:03,0,0
2022-06-28 11:07:02,0,0
2022-06-28 11:07:01,0,0
2022-06-28 11:07:00,0,0
2022-06-28 11:06:59,0,0
2022-06-28 11:06:58,0,0
2022-06-28 11:06:57,0,0
2022-06-28 11:06:56,0,0
2022-06-28 11:06:55,0,0
2022-06-28 11:06:54,0,0
2022-06-28 11:06:53,0,0
2022-06-28 11:06:52,0,0
2022-06-28 11:06:51,0,0
2022-06-28 11:06:50,0,0
2022-06-28 11:06:49,0,0
2022-06-28 11:06:48,0,0
2022-06-28 11:06:47,0,0
2022-06-28 11:06:46,0,0
2022-06-28 11:06:45,0,0
2022-06-28 11:06:44,0,0
2022-06-28 11:06:43,0,0
2022-06-28 11:06:42,0,0
2022-06-28 11:06:41,0,0
2022-06-28 11:06:40,0,0
2022-06-28 11:06:39,0,0
2022-06-28 11:06:38,0,0
2022-06-28 11:06:37,0,0
2022-06-28 11:06:36,0,0
2022-06-28 11:06:35,0,0
2022-06-28 11:06:34,0,0
2022-06-28 11:06:33,0,0
2022-06-28 11:06:32,0,0
2022-06-28 11:06:31,0,0
2022-06-28 11:06:30,0,0
2022-06-28 11:06:29,0.2317346,-0.3981082
2022-06-28 11:06:28,0.3922654,-0.6738918
2022-06-28 11:06:27,0,0
2022-06-28 11:06:26,0,0
2022-06-28 11:06:25,0,0
2022-06-28 11:06:24,0,0
2022-06-28 11:06:23,0,0
2022-06-28 11:06:22,0,0
2022-06-28 11:06:21,0,0
2022-06-28 11:06:20,0,0
2022-06-28 11:06:19,0,0
2022-06-28 11:06:18,0,0
2022-06-28 11:06:17,0,0
2022-06-28 11:06:16,0,0
2022-06-28 11:06:15,0,0
2022-06-28 11:06:14,0,0
2022-06-28 11:06:13,0,0
2022-06-28 11:06:12,0,0
2022-06-28 11:06:11,0,0
2022-06-28 11:06:10,0,0
2022-06-28 11:06:09,0,0
2022-06-28 11:06:08,0,0
2022-06-28 11:06:07,0,0
2022-06-28 11:06:06,0,0
2022-06-28 11:06:05,0,0
2022-06-28 11:06:04,0,0
2022-06-28 11:06:03,0,0
2022-06-28 11:06:02,0,0
2022-06-28 11:06:01,0,0
2022-06-28 11:06:00,0,0
2022-06-28 11:05:59,0,0
2022-06-28 11:05:58,0,0
2022-06-28 11:05:57,0,0
2022-06-28 11:05:56,0,0
